"Teapplix SKU",,Asin,UPC,Location,Xref3,"Unit Cost","Total Cost","Qty on Hand","Qty to Ship","Qty Available","Qty Reserve","Item Title"
AAA-M1-FF-1X-MOT-000010BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO DROID MAXX 2 X PLAY",21.88,0,0,0,0,,"Motorola Droid Maxx 2 X Play XT1561 XT1562 XT1564 XT1565 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-MOT-000010WHT000,1,,,200,"MOTO XPLAY MAXX 2 XT1561 XT1565 WHITE",22.95,229.5,10,0,10,,"Motorola Droid Maxx 2 X Play XT1561 XT1562 XT1564 XT1565 Digitizer + LCD + Frame Fused - White"
AAA-M1-FF-1X-MOT-000012BLK000,1,,,200,"MOTO X PURE XT1575 BLACK",45.67,0,0,0,0,,"Motorola Moto X Pure Edition XT1575 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-MOT-000012BLK000-KZ,1,,,200,"MOTO X PURE XT1575 BLACK",45.67,0,0,0,0,,"Touch Screen Digitizer+LCD Display+Frame Motorola Moto X Pure Edition XT1575"
AAA-M1-FF-1X-MOT-000012BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>MOTO X PURE XT1575 BLACK",45.67,0,0,0,0,,"Motorola Moto X Pure Edition XT1575 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-MOT-000012WHT000,1,,,200,"MOTO X PURE XT1575 WHITE",45.67,0,0,0,0,,"Motorola Moto X Pure Edition XT1575 Digitizer + LCD + Frame Fused - White"
AAA-M1-FF-1X-MOT-000012WHT000-KZ,1,,,200,"MOTO X PURE XT1575 WHITE",45.67,0,0,0,0,,"Touch Screen Digitizer+LCD Display+Frame Motorola Moto X Pure Edition XT1575"
AAA-M1-FF-1X-MOT-000012WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>MOTO X PURE XT1575 WHITE",45.67,0,0,0,0,,"Motorola Moto X Pure Edition XT1575 Digitizer + LCD + Frame Fused - White + Main tool kit"
AAA-M1-FF-1X-MOT-000013BLK000,1,,,200,"MOTO ULTRA XT1080 BLACK",39.66,-79.32,-2,0,-2,,"Motorola Droid Ultra XT1080 MAXX 1080M Digitizer + LCD + Frame Fused - Black DELETE"
AAA-M1-FF-1X-MOT-000013BLK000-KZ,1,,,200,"MOTO ULTRA XT1080 BLACK",39.66,-79.32,-2,0,-2,,"Touch Screen Digitizer Glass+LCD Display+Frame Black Motorola Droid MAXX 1080M"
AAA-M1-FF-1X-MOT-000013BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>MOTO ULTRA XT1080 BLACK",39.66,-79.32,-2,0,-2,,"Motorola Droid Ultra XT1080 MAXX 1080M Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-MOT-000014BLK000,1,,,200,"MOTO G XT1045 FRAME BLACK",17.38,0,0,0,0,,"Motorola Moto G LTE XT1039 XT1040 XT1042 XT1045 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-MOT-000014BLK000-KZ,1,,,200,"MOTO G XT1045 FRAME BLACK",17.38,0,0,0,0,,
AAA-M1-FF-1X-MOT-000014BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>MOTO G XT1045 FRAME BLACK",17.38,0,0,0,0,,
AAA-M1-FF-1X-NOK-000001BLK000,1,,,200,"NOKIA LUMIA 520 BLACK",9.42,47.1,5,0,5,,"Nokia Lumia 520 520T Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-NOK-000001BLK000-KZ,1,,,200,"NOKIA LUMIA 520 BLACK",9.42,47.1,5,0,5,,"Touch Screen Glass Digitizer+LCD+Frame Fused Assembly Black Nokia Lumia 520 4.0"""
AAA-M1-FF-1X-NOK-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> NOKIA LUMIA 520 BLACK",9.42,47.1,5,0,5,,"Nokia Lumia 520 520T Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-NOK-000004BLK000,1,,,200,"NOKIA LUMIA N535 CT2C BLACK",15.71,109.97,7,0,7,,"Nokia Lumia CT2C 535 N535 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-NOK-000004BLK000-KZ,1,,,200,"NOKIA LUMIA N535 CT2C BLACK",15.71,109.97,7,0,7,,
AAA-M1-FF-1X-NOK-000004BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>NOKIA LUMIA N535 CT2C BLACK",15.71,47.13,3,0,3,,"Nokia Lumia 535 N535 CT2C Touch Screen Digitizer+LCD Frame Assembly Black +Tools[Opening Tools]"
AAA-M1-FF-1X-ONE-000001BLK000,1,,,200,"ONEPLUS 1+ A0001 BLACK",29.29,0,0,0,0,,"Oneplus One Plus 1+ A0001 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-ONE-000001BLK000-KZ,1,,,200,"ONEPLUS 1+ A0001 BLACK",29.29,0,0,0,0,,"Touch Screen Digitizer Glass+LCD+Frame Assembly Black Oneplus One Plus 1+ A0001"
AAA-M1-FF-1X-ONE-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ONEPLUS 1+ A0001 BLACK",29.29,0,0,0,0,,"Oneplus One Plus 1+ A0001 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-SON-000008BLK000,1,,,200,"SONY XPERIA Z3 D6603 BLACK",25.22,0,0,0,0,,"Sony Xperia Z3 D6603 D6643 D6653 D6616 Digitizer + LCD + Frame Fused - Black (Single SIM)"
AAA-M1-FF-1X-SON-000008BLK000-KZ,1,,,200,"SONY XPERIA Z3 D6603 BLACK",25.22,25.22,1,1,0,,"Touch Screen Digitizer Glass Panel+LCD Display+Frame Black Sony Xperia Z3 D6603"
AAA-M1-FF-1X-SON-000008BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>SONY XPERIA Z3 D6603 BLACK",25.22,0,0,0,0,,"Sony Xperia Z3 D6603 D6643 D6653 D6616 Digitizer + LCD + Frame Fused - Black (Single SIM) + Main tool kit"
AAA-M1-FF-1X-ZTE-000001BLK000,1,,,200,"ZTE WARP N9518 BLACK",23.55,164.85,7,0,7,,"ZTE Warp Elite LTE N9518 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-ZTE-000001BLK000-KZ,1,,,200,"ZTE WARP N9518 BLACK",23.55,164.85,7,0,7,,
AAA-M1-FF-1X-ZTE-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>ZTE WARP N9518 BLACK",23.55,164.85,7,0,7,,"ZTE Warp Elite LTE N9518 Digitizer + LCD Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-ZTE-000004BLK000,1,,,200,"ZTE ZMAX Z970 BLACK",22.82,182.56,8,0,8,,"ZTE ZMAX 5.7"" Z970 4G LTE Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-ZTE-000004BLK000-KZ,1,,,200,"ZTE ZMAX Z970 BLACK",22.82,182.56,8,0,8,,"Touch Screen Digitizer Glass+LCD+Frame Assembly Black ZTE ZMAX 5.7"" Z970 4G LTE"
AAA-M1-FF-1X-ZTE-000004BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE ZMAX Z970 BLACK",22.82,182.56,8,0,8,,"ZTE ZMAX 5.7"" Z970 4G LTE Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-ZTE-000005BLK000,1,,,200,"ZTE WARP N9515 FRAME BLACK",14.93,104.51,7,0,7,,"ZTE Warp Sync N9515 V9820 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-ZTE-000005BLK000-KZ,1,,,200,"ZTE WARP N9515 FRAME BLACK",14.93,104.51,7,0,7,,
AAA-M1-FF-1X-ZTE-000005BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>ZTE WARP N9515 FRAME BLACK",14.93,104.51,7,0,7,,
AAA-M1-FF-1X-ZTE-000006WHT000,1,,,200,"ZTE IMPERIAL II N9516 WHITE",14.93,134.37,9,0,9,,"ZTE Imperial II N9516 4G LTE Digitizer + LCD + Frame Fused - White"
AAA-M1-FF-1X-ZTE-000006WHT000-KZ,1,,,200,"ZTE IMPERIAL II N9516 WHITE",14.93,134.37,9,0,9,,
AAA-M1-FF-1X-ZTE-000006WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>ZTE IMPERIAL II N9516 WHITE",14.93,134.37,9,0,9,,
AAA-M1-FF-2X-ASU-000005BLK000,1,,,800,"ASUS NEXUS 1ST ME370 2012 BLACK",18.26,18.26,1,0,1,,"Asus Google Nexus 7 1st Gen (2012) ME370 ME370T ME370TG WIFI Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-2X-ASU-000005BLK000-KZ,1,,,800,"ASUS NEXUS 1ST ME370 2012 BLACK",18.26,18.26,1,0,1,,"Touch Screen Digitizer+LCD Display+Frame Black Asus Google Nexus 7 1st Gen 2012"
AAA-M1-FF-2X-ASU-000005BLK000-OHT,1,,,800,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>ASUS NEXUS 1ST ME370 2012 BLACK",18.26,36.52,2,1,1,,"Asus Google Galaxy Nexus 7 Touch Screen Digitizer+LCD Display Assembly+Tools Kit"
AAA-M1-GS-1X-MOT-000000BLK000,1,,,200,"MOTO X XT1060 BLACK",1.34,2.68,2,0,2,,"Motorola Moto X XT1060 XT1056 XT1058 Glass Screen - Black"
AAA-M1-GS-1X-MOT-000000BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO X XT1060 BLACK",1.34,2.68,2,0,2,,"Motorola Moto X XT1060 XT1056 XT1058 Glass Screen - Black + Main tool kit"
AAA-M1-GS-1X-MOT-000000WHT000,1,,,200,"MOTO X XT1060 WHITE",1.34,2.68,2,0,2,,"Motorola Moto X XT1060 XT1056 XT1058 Glass Screen - White"
AAA-M1-GS-1X-MOT-000000WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO X XT1060 WHITE",1.34,2.68,2,0,2,,"Motorola Moto X XT1060 XT1056 XT1058 Glass Screen - White + Main tool kit"
AAA-M1-GS-1X-MOT-000002BLK000,1,,,200,"MOTO X 2ND XT1092 BLACK",1.04,23.92,23,0,23,,"Motorola Moto X 2nd Gen 2014 XT1092 XT1095 XT1096 Glass Screen - Black"
AAA-M1-GS-1X-MOT-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO X 2ND XT1092 BLACK",1.04,23.92,23,0,23,,"Motorola Moto X 2nd Gen 2014 XT1092 XT1095 XT1096 Glass Screen - Black + Main tool kit"
AAA-M1-GS-1X-MOT-000003BLK000,1,,,200,"MOTO TURBO XT1225 BLACK",1.28,0,0,0,0,,"Motorola Droid Turbo XT1225 XT1254 Glass Screen - Black"
AAA-M1-GS-1X-MOT-000003BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO TURBO XT1225 BLACK",1.28,0,0,0,0,,"Motorola Droid Turbo XT1225 XT1254 Glass Screen - Black + Main tool kit"
AAA-M1-GS-1X-MOT-000004BLK000,1,,,200,"MOTO G2 XT1063 BLACK",1.4,9.8,7,0,7,,"Motorola Moto G2 XT1063 XT1064 XT1068 Glass Screen - Black"
AAA-M1-GS-1X-MOT-000004BLK000-KZ,1,,,200,"MOTO G2 XT1063 BLACK",1.4,9.8,7,0,7,,
AAA-M1-GS-1X-MOT-000004BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO G2 XT1063 BLACK",1.4,9.8,7,0,7,,"Motorola Moto G2 XT1063 XT1064 XT1068 Glass Screen - Black + Main tool kit"
AAA-M1-GS-1X-NOK-000000BLK000,1,,,200,"NOKIA LUMIA 1020 BLACK",1.94,0,0,0,0,,"Nokia Lumia 1020 Glass Screen + Adhesive Sheet - Black"
AAA-M1-GS-1X-NOK-000000BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> NOKIA LUMIA 1020 BLACK",1.94,0,0,0,0,,"Nokia Lumia 1020 Glass Screen + Adhesive Sheet - Black + Main tool kit"
AAA-M1-GS-1X-NOK-000001BLK000,1,,,200,"NOKIA LUMIA 928 BLACK",2.69,21.52,8,0,8,,"Nokia Lumia 928 Glass Screen - Black"
AAA-M1-GS-1X-SAM-000002WHT010,1,,,200,"S3 WHITE",1,627,627,0,627,,"10x Samsung Galaxy S3 Outer Screen Replacement Glass + Preattached Adhesive - White"
AAA-M1-HF-1X-SAM-000000000000,1,,,100,"SAM S4 M919 FRONT BEZEL w/HOLE",2.34,119.34,51,0,51,,"Samsung Galaxy S4 i337 M919 Front Bezel Housing"
AAA-M1-HF-1X-SAM-000000000000-KZ,1,,,200,"SAM S4 M919 FRONT BEZEL w/HOLE",2.34,119.34,51,0,51,,"Front Bezel Housing Frame Panel for Samsung Galaxy S4 SGH-I337 I337Z Cricket"
AAA-M1-HF-1X-SAM-000000000000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S4 M919 FRONT BEZEL w/HOLE",2.34,119.34,51,0,51,,"Samsung Galaxy S4 i337 M919 Front Bezel Housing + Main tool kit"
AAA-M1-HF-1X-SAM-000001000000,1,,,100,"SAM S4 M919 BEZEL w/o HOLE",1.49,28.31,19,0,19,,"Samsung Galaxy S4 MidFrame Bezel Housing i9500 i337 m919 (no hole)"
AAA-M1-HF-1X-SAM-000001000000-KZ,1,,,200,"SAM S4 M919 BEZEL w/o HOLE",1.49,28.31,19,0,19,,"Mid Bezel Housing Frame Panel for Samsung Galaxy S4 SGH-I337 I337Z Cricket"
AAA-M1-HF-1X-SAM-000001000000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S4 M919 BEZEL w/o HOLE",1.49,28.31,19,0,19,,"Samsung Galaxy S4 MidFrame Bezel Housing i9500 i337 m919 (no hole) + Main tool kit"
AAA-M1-HF-1X-SAM-000002BLK000,1,,,100,"SAM NOTE 4 N910 VERIZON SPRINT BLACK",7.12,-71.2,-10,0,-10,,"Samsung Galaxy Note 4 SM-N910V N910P Verizon Sprint Mid Bezel Housing - Black"
AAA-M1-HF-1X-SAM-000002BLK000-KZ,1,,,200,"SAM NOTE 4 N910 VERIZON SPRINT BLACK",7.12,-71.2,-10,0,-10,,"Mid Bezel Housing Frame Repair for Black Samsung Galaxy Note 4 SM-N910P Sprint"
AAA-M1-HF-1X-SAM-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM NOTE 4 N910 VERIZON SPRINT BLACK",7.12,-71.2,-10,0,-10,,"Samsung Galaxy Note 4 SM-N910V N910P Verizon Sprint Mid Bezel Housing - Black + Main tool kit + Large Pry Tool"
AAA-M1-HF-1X-SAM-000002WHT000,1,,,100,"SAM NOTE 4 N910 VERIZON SPRINT WHITE",7.12,85.44,12,0,12,,"Samsung Galaxy Note 4 SM-N910V N910P Verizon Sprint Mid Bezel Housing - White"
AAA-M1-HF-1X-SAM-000002WHT000-KZ,1,,,200,"SAM NOTE 4 N910 VERIZON SPRINT WHITE",7.12,85.44,12,0,12,,"Mid Bezel Housing Frame Repair for White Samsung Galaxy Note 4 SM-N910P Sprint"
AAA-M1-HF-1X-SAM-000002WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM NOTE 4 N910 VERIZON SPRINT WHITE",7.12,85.44,12,0,12,,"Samsung Galaxy Note 4 SM-N910V N910P Verizon Sprint Mid Bezel Housing - White + Main tool kit + Large Pry Tool"
AAA-M1-HF-1X-SAM-000003BLK000,1,,,100,"SAM NOTE 4 N910 AT&T TMOBILE BLACK",5.06,45.54,9,0,9,,"Samsung Galaxy Note 4 SM-910A 910T AT&T T-Mobile Mid Bezel Housing - Black"
AAA-M1-HF-1X-SAM-000003BLK000-KZ,1,,,200,"SAM NOTE 4 N910 AT&T TMOBILE BLACK",5.06,45.54,9,0,9,,"Black Samsung Galaxy Note 4 SM-N910T T-Mobile Mid Bezel Housing Frame New USA"
AAA-M1-HF-1X-SAM-000003BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM NOTE 4 N910 AT&T TMOBILE BLACK",5.06,45.54,9,0,9,,"Samsung Galaxy Note 4 SM-910A 910T AT&T T-Mobile Mid Bezel Housing - Black + Main tool kit + Large Pry Tool"
AAA-M1-HF-1X-SAM-000003WHT000,1,,,100,"SAM NOTE 4 N910 AT&T TMOBILE WHITE",4.98,79.68,16,0,16,,"Samsung Galaxy Note 4 SM-910A 910T AT&T T-Mobile Mid Bezel Housing - White"
AAA-M1-HF-1X-SAM-000003WHT000-KZ,1,,,200,"SAM NOTE 4 N910 AT&T TMOBILE WHITE",4.98,79.68,16,0,16,,"White Samsung Galaxy Note 4 SM-N910A AT&T Mobile Mid Bezel Housing Frame New USA"
AAA-M1-HF-1X-SAM-000003WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM NOTE 4 N910 AT&T TMOBILE WHITE",4.98,79.68,16,0,16,,"Samsung Galaxy Note 4 SM-910A 910T AT&T T-Mobile Mid Bezel Housing - White + Main tool kit + Large Pry Tool"
AAA-M1-LD-1X-SAM-000000000000,1,,,200,"SAM J7 J700 LCD",8.98,8.98,1,0,0,1,"Samsung Galaxy J7 J700 J700F LCD Screen"
AAA-M1-LD-1X-SAM-000000000000-KZ,1,,,200,"SAM J7 J700 LCD",8.98,0,0,0,0,,"LCD Display Screen Replacement Repair Samsung Galaxy J7 SM-J700F 5.5"" 3G,4G,WiFi"
AAA-M1-LD-1X-SAM-000000000000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM J7 J700 LCD",8.98,0,0,0,0,,"Samsung Galaxy J7 J700 J700F LCD Screen + Main tool kit"
AAA-M1-LD-2X-APP-000000000000,1,,,900,"IPAD 3RD 4TH GEN LCD",20.43,306.45,15,0,15,,"Apple iPad 3rd 4th Gen LCD Display Screen + Apple tool kit"
AAA-M1-LD-2X-APP-000000000000-KZ,1,,,900,"IPAD 3RD 4TH GEN LCD",20.43,306.45,15,0,15,,"LCD Display Screen Repair/Replacement for Apple iPad 4rd Gen Generation USA New"
AAA-M1-LD-2X-APP-000000000000-OHT,1,,,900,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> IPAD 3RD 4TH GEN LCD",20.43,163.44,8,0,8,,"Apple iPad 3rd 4th Gen LCD Display Screen + Apple tool kit + Large Pry Tool"
AAA-M1-SP-1X-APP-000002000000,1,,,100,"IPHONE 6S 4.7"" PROXIMITY FLEX",5.01,115.23,23,0,23,,"Apple iPhone 6S 4.7 Front Camera with Proximity Light Sensor Flex cable + Apple tool kit"
AAA-M1-SP-1X-APP-000002000000-KZ,1,,,100,"IPHONE 6S 4.7"" PROXIMITY FLEX",5.01,115.23,23,0,23,,"Front Camera w/ Proximity Light Sensor Flex Cable for Apple iPhone 6S 4.7 Inch"
AAA-M1-SP-1X-APP-000002000000-OHT,1,,,100,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> IPHONE 6S 4.7"" PROXIMITY FLEX",5.01,40.08,8,0,8,,"Apple iPhone 6S 4.7 Front Camera with Proximity Light Sensor Flex cable + Apple tool kit"
AAA-M1-SP-1X-APP-000003000000,1,,,100,"IPHONE 6S 5.5"" PROXIMITY FLEX",6.58,118.44,18,0,18,,"Apple iPhone 6S 5.5 Front Camera with Proximity Light Sensor Flex cable + Apple tool kit"
AAA-M1-SP-1X-APP-000003000000-KZ,1,,,100,"IPHONE 6S 5.5"" PROXIMITY FLEX",6.58,118.44,18,0,18,,"Front Camera w/ Proximity Light Sensor Flex Cable for Apple iPhone 6S 5.5 Inch"
AAA-M1-SP-1X-APP-000003000000-OHT,1,,,100,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> IPHONE 6S 5.5"" PROXIMITY FLEX",6.58,52.64,8,0,8,,"Apple iPhone 6S 5.5 Front Camera with Proximity Light Sensor Flex cable + Apple tool kit"
AAA-M1-SP-1X-SAM-000001000000,1,,,100,"SAM GALAXY S4 i9500 BLACKWHITE",,0,0,0,0,,"Samsung Galaxy S4 i9500 Back Camera + Lens Replacement"
AAA-M1-SP-1X-SAM-000001BLK000,1,,,100,"SAM NOTE 5 N920 BLACK",3.39,50.85,15,0,15,,"Samsung Note 5 N920 Stylus - Black"
AAA-M1-SP-1X-SAM-000001BLK000-KZ,1,,,100,"SAM NOTE 5 N920 BLACK",3.39,50.85,15,0,15,,"Touch Stylus S Pen Replacement Repair for Black Samsung Note 5 SM-N920V Verizon"
AAA-M1-SP-1X-SAM-000001GLD000,1,,,100,"SAM NOTE 5 N920 GOLD",3.39,61.02,18,0,18,,"Samsung Note 5 N920 Stylus - Gold"
AAA-M1-SP-1X-SAM-000001GLD000-KZ,1,,,100,"SAM NOTE 5 N920 GOLD",3.39,61.02,18,0,18,,"Touch Stylus S Pen Replacement Repair for Gold Samsung Note 5 SM-N920V Verizon"
AAA-M1-SP-1X-SAM-000001SIL000,1,,,100,"SAM NOTE 5 N920 SILVER",3.39,142.38,42,0,42,,"Samsung Note 5 N920 Stylus - Silver"
AAA-M1-SP-1X-SAM-000001SIL000-KZ,1,,,100,"SAM NOTE 5 N920 SILVER",3.39,142.38,42,0,42,,"Touch Stylus S Pen Replacement Repair for Silver Samsung Note 5 SM-N920V Verizon"
AAA-M1-SP-1X-SAM-000003000000,1,,,100,"SAM TAB 3 10.1"" P5200 FLEX REV 1.0",1.05,136.5,130,1,129,,"Samsung Galaxy Tab 3 10.1 P5200/P5210 USB Charger Flex Cable REV 1.0"
AAA-M1-SP-1X-SAM-000003000000-KZ,1,,,100,"SAM TAB 3 10.1"" P5200 FLEX REV 1.0",1.05,135.45,129,0,129,,"USB Charging Charger Port Flex Cable for Samsung Galaxy Tab 3 10.1 P5210 Rev 1.0"
AAA-M1-SP-1X-SAM-000004000000,1,,,100,"SAM TAB 4 10.1"" T530 FLEX",1.21,0,0,0,0,,"Samsung Galaxy Tab 4 T530 USB Charger Flex cable"
AAA-M1-SP-1X-SAM-000004000000-KZ,1,,,100,"SAM TAB 4 10.1"" T530 FLEX",1.21,0,0,0,0,,"USB Charger Dock Repair Charging Flex Cable Samsung Galaxy Tab 4 10.1 SM-T535"
AAA-M1-SP-1X-SAM-000006000000,1,,,100,"SAM NOTE 10.1 T520 FLEX",0.91,0,0,0,0,,"Samsung Galaxy Note 10.1 SM-P600 P605 T520 USB Charger Port Dock Charging Port Flex Cable"
AAA-M1-SP-1X-SAM-000006000000-KZ,1,,,100,"SAM NOTE 10.1 T520 FLEX",0.91,0,0,0,0,,
AAA-M1-SP-1X-SAM-000006000000-OHT,1,,,100,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>SAM NOTE 10.1 T520 FLEX",0.91,0,0,0,0,,"Samsung Galaxy Note 10.1 SM-P600 P605 T520 USB Charger Port Dock Flex Cable+Tool[Opening Tools]"
AAA-M1-SP-1X-SAM-000007000000,1,,,100,"SAM TAB A 9.7"" T555 FLEX",1.27,15.24,12,0,12,,"Samsung Galaxy Tab A 9.7 SM-T550 T555 USB Charger Charging Port Flex Cable"
AAA-M1-SP-1X-SAM-000007000000-KZ,1,,,100,"SAM TAB A 9.7"" T555 FLEX",1.27,15.24,12,0,12,,
AAA-M1-SP-1X-SAM-000007000000-OHT,1,,,100,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>SAM TAB A 9.7"" T555 FLEX",1.27,15.24,12,0,12,,"Samsung Galaxy Tab A 9.7 SM-T550 T555 USB Charger Charging Port Flex Cable+Tools[Opening Tools]"
AAA-M1-SP-1X-SAM-000008000000,1,,,100,"SAM TAB 10.1 N8000",1.54,16.94,11,0,11,,"Samsung Galaxy Tab 10.1 GT-N8000 USB Charging Dock Port Flex Cable"
AAA-M1-SP-1X-SAM-000008000000-KZ,1,,,100,"SAM TAB 10.1 N8000",1.54,16.94,11,0,11,,
AAA-M1-SP-1X-SAM-000008000000-OHT,1,,,100,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>SAM TAB 10.1 N8000",1.54,16.94,11,0,11,,"Samsung Galaxy Tab 10.1 GT-N8000 USB Charging Dock Port Flex Cable +Tools[Opening Tools]"
AAA-OHT-ATK,1,,,,,0,0,8,0,8,,"Apple Tool Kit - Pentalobe, -, +, Pry Tool 1, Pry Tool 2, Pry Pick 1, Pry Pick 2, Suction Cup, Microfiber Cloth"
AAA-OHT-LPT,1,,,,,0,0,389,0,389,,"Large Pry Tool"
AAA-OHT-MTK,1,,,,,0,0,1129,0,1129,,"Main Tool Kit - T5, T6, -, +, Pry Tool 1, Pry Tool 2, Pry Pick 1, Pry Pick 2, Suction Cup, Microfiber Cloth"
AAA-OHT-T03,1,,,,,0,0,100,0,100,,"T3 Torx Screwdriver"
AAA-OHT-T04,1,,,,,0,0,3,0,3,,"T4 Torx Screwdriver"
na,1,,,,,,0,-3,0,-3,,"New Pocket Digital LCD Monitor PH Meter Tester Pen for Water Test Aquarium Pool"
