"Teapplix SKU",,Asin,UPC,Location,Xref3,"Unit Cost","Total Cost","Qty on Hand","Qty to Ship","Qty Available","Qty Reserve","Item Title"
AAA-M1-FA-1X-MOT-000009BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO E XT1021 BLACK",10.76,64.56,6,0,6,,"Motorola Moto E XT1021 XT1022 XT1025 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-MOT-000014BLK000,1,,,200,"MOTO G 3RD XT1540 BLACK",18.89,18.89,1,0,1,,"Motorola Moto G 3 3rd Gen 2015 XT1540 XT1541 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-MOT-000014BLK000-KZ,1,,,200,"MOTO G 3RD XT1540 BLACK",18.89,18.89,1,0,1,,"Touch Screen Digitizer+LCD Display Black Motorola Moto G 3 3rd Gen 2015 XT1541"
AAA-M1-FA-1X-MOT-000014BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO G 3RD XT1540 BLACK",18.89,18.89,1,0,1,,"Motorola Moto G 3 3rd Gen 2015 XT1540 XT1541 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-MOT-000014WHT000,1,,,200,"MOTO G 3RD XT1540 WHITE",20.57,843.37,41,0,41,,"Motorola Moto G 3 3rd Gen 2015 XT1540 XT1541 Digitizer + LCD Fused - White"
AAA-M1-FA-1X-MOT-000014WHT000-KZ,1,,,200,"MOTO G 3RD XT1540 WHITE",20.57,843.37,41,0,41,,"Touch Screen Digitizer+LCD Display White Motorola Moto G 3 3rd Gen 2015 XT1541"
AAA-M1-FA-1X-MOT-000014WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO G 3RD XT1540 WHITE",20.57,843.37,41,0,41,,"Motorola Moto G 3 3rd Gen 2015 XT1540 XT1541 Digitizer + LCD Fused - White + Main tool kit"
AAA-M1-FA-1X-MOT-000015BLK000,1,,,200,"MOTO G 2ND XT1063 BLACK",14.29,185.77,13,0,13,,"Motorola Moto G G2 2nd Gen 5.0"" XT1063 XT1068 XT1064 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-MOT-000015BLK000-KZ,1,,,200,"MOTO G 2ND XT1063 BLACK",14.29,185.77,13,0,13,,"Touch Screen Digitizer+LCD Assembly Black Motorola Moto G G2 2nd Gen 5.0"" XT1064"
AAA-M1-FA-1X-MOT-000015BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO G 2ND XT1063 BLACK",14.29,185.77,13,0,13,,"Motorola Moto G G2 2nd Gen 5.0"" XT1063 XT1068 XT1064 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-MOT-000016BLK000,1,,,200,"MOTO G4 Plus XT162 BLACK",23.73,0,0,0,0,,"Motorola Moto G4 Plus XT1622 XT1620 XT1625 XT1644 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-MOT-000016BLK000-KZ,1,,,200,"MOTO G4 Plus XT162 BLACK",23.73,0,0,0,0,,"Motorola Moto G4 Plus XT1622 XT1620 XT1625 XT1644 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-MOT-000016BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO G4 Plus XT162 BLACK",23.73,0,0,0,0,,"Motorola Moto G4 Plus XT1622 XT1620 XT1625 XT1644 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-NOK-000000BLK000,1,,,200,"NOKIA LUMIA 630 BLACK",10.52,52.6,5,0,5,,"Nokia Lumia 630 635 Digitizer + LCD + Fused - Black"
AAA-M1-FA-1X-NOK-000000BLK000-KZ,1,,,200,"NOKIA LUMIA 630 BLACK",10.52,52.6,5,0,5,,"Touch Screen Digitizer Glass+LCD Fused Assembly for Black Nokia Lumia 635 RM-974"
AAA-M1-FA-1X-NOK-000000BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> T4 NOKIA LUMIA 630 BLACK",10.52,31.56,3,0,3,,"Nokia Lumia 630 635 Digitizer + LCD + Fused - Black + Main tool kit + T4"
AAA-M1-FA-1X-ONE-000000BLK000,1,,,200,"ONEPLUS 1+ A0001 BLACK",21.38,0,0,0,0,,"Oneplus One 1+ A0001 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ONE-000000BLK000-KZ,1,,,200,"ONEPLUS 1+ A0001 BLACK",21.38,0,0,0,0,,"Touch Screen Digitizer+LCD Display Fused Assembly for Black Oneplus One 1+ A0001"
AAA-M1-FA-1X-ONE-000001BLK000,1,,,200,"ONEPLUS TWO A2005 BLACK",22.29,111.45,5,0,5,,"Oneplus Two 2 A2001 A2003 A2005 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ONE-000001BLK000-KZ,1,,,200,"ONEPLUS TWO A2005 BLACK",22.29,111.45,5,0,5,,"Touch Screen Digitizer Glass+LCD+Frame Assembly Black Oneplus One Plus 1+ A0001"
AAA-M1-FA-1X-ONE-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ONEPLUS TWO A2005 BLACK",22.29,111.45,5,0,5,,"Touch Screen Digitizer Replacement+LCD+Frame BLK Oneplus One Plus 1+ A0001+Tools"
AAA-M1-FA-1X-SAM-000004GRY000,1,,,200,"SAM ACTIVE S4 I9295 GRAY",29.62,236.96,8,1,7,,"Samsung Galaxy S4 Active i9295 i537 Digitzer + LCD Fused - Gray"
AAA-M1-FA-1X-SAM-000004GRY000-KZ,1,,,200,"SAM S4 ACTIVE I9295 GRAY",29.62,207.34,7,0,7,,"Touch Screen Digitizer+LCD Assembly Gray Samsung Galaxy S4 Active SGH-i537 AT&T"
AAA-M1-FA-1X-SAM-000004GRY000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM S4 ACTIVE I9295 GRAY",29.62,207.34,7,0,7,,"Samsung Galaxy S4 Active i9295 i537 Digitzer + LCD Fused - Gray + Main tool kit"
AAA-M1-FA-1X-SAM-000007BLK000,1,,,,,38.97,311.76,8,0,8,,"Samsung Galaxy J7 V (Verizon) SM-J700 J700M J700P J700T J700T1 Digitizer + LCD + Preattached Adhesive - Fused - Black"
AAA-M1-FA-1X-SAM-000007BLK000-OHT,1,,,,,38.97,311.76,8,0,8,,
AAA-M1-FA-1X-SAM-000007WHT000,1,,,,,38.97,0,0,0,0,,"Samsung Galaxy J7 V (Verizon) SM-J700 J700M J700P J700T J700T1 Digitizer + LCD + Preattached Adhesive Fused - White"
AAA-M1-FA-1X-SAM-000007WHT000-OHT,1,,,,,38.97,0,0,0,0,,
AAA-M1-FA-1X-SON-000001BLK000,1,,,200,"SONY XPERIA Z3 MINI D5833 BLACK",27.15,298.65,11,0,11,,"Sony Xperia Z3 Mini D5803 D5833 Digitzer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000001BLK000-KZ,1,,,200,"SONY XPERIA Z3 MINI D5833 BLACK",27.15,298.65,11,0,11,,"Touch Screen Digitizer+LCD Fused Assembly for Black Sony Xperia Z3 Mini D5803"
AAA-M1-FA-1X-SON-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z3 MINI D5833 BLACK",27.15,298.65,11,0,11,,"Sony Xperia Z3 Mini D5803 D5833 Digitzer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000002BLK000,1,,,200,"SONY XPERIA Z3 D6616 BLACK",19.72,0,0,0,0,,"Sony Xperia Z3 D6643 D6616 D6603 D6653 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000002BLK000-KZ,1,,,200,"SONY XPERIA Z3 D6616 BLACK",19.72,0,0,0,0,,"Touch Screen Digitizer+LCD Fused Assembly for Black Sony Xperia Z3 5.2"" D6603"
AAA-M1-FA-1X-SON-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z3 D6616 BLACK",19.72,0,0,0,0,,"Sony Xperia Z3 D6643 D6616 D6603 D6653 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000002WHT000,1,,,200,"SONY XPERIA Z3 D6616 WHITE",23.8,547.4,23,1,22,,"Sony Xperia Z3 D6643 D6616 D6603 D6653 Digitizer + LCD Fused - White"
AAA-M1-FA-1X-SON-000002WHT000-KZ,1,,,200,"SONY XPERIA Z3 D6616 WHITE",23.8,523.6,22,0,22,,"Touch Screen Digitizer+LCD Assembly Replacement White Sony Xperia Z3 5.2"" D6643"
AAA-M1-FA-1X-SON-000002WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z3 D6616 WHITE",23.8,523.6,22,0,22,,https://toast.mylistandsend.com/assets/thumb/523511361032.jpg
AAA-M1-FA-1X-SON-000003BLK000,1,,,200,"SONY XPERIA Z1 MINI D5503 BLACK",24.73,0,0,0,0,,"Sony Xperia Z1 Mini Compact D5503 M51W Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000003BLK000-KZ,1,,,200,"SONY XPERIA Z1 MINI D5503 BLACK",24.73,0,0,0,0,,"Touch Screen Digitizer+LCD Assembly for Black Sony Xperia Z1 Mini Compact D5503"
AAA-M1-FA-1X-SON-000003BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z1 MINI D5503 BLACK",24.73,0,0,0,0,,"Sony Xperia Z1 Mini Compact D5503 M51W Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000004BLK000,1,,,200,"SONY XPERIA Z 5.0"" BLACK",14.7,0,0,0,0,,"Sony Xperia Z 5.0"" C6602 C6603 C6606 L36 L36h L36i LT36 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000004BLK000-KZ,1,,,200,"SONY XPERIA Z 5.0"" BLACK",14.7,0,0,0,0,,"Touch Screen Digitizer+LCD Assembly Replacement Part Black Sony Xperia Z 5.0"""
AAA-M1-FA-1X-SON-000004BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z 5.0"" BLACK",14.7,0,0,0,0,,"Sony Xperia Z 5.0"" C6602 C6603 C6606 L36 L36h L36i LT36 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000005BLK000,1,,,200,"SONY XPERIA Z1 5.0"" BLACK",15.7,172.7,11,0,11,,"Sony Xperia Z1 5.0"" L39h C6902 C6903 C6906 C6943 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000005BLK000-KZ,1,,,200,"SONY XPERIA Z1 5.0"" BLACK",15.7,172.7,11,0,11,,"Touch Screen Digitizer+LCD Assembly Replacement Part Black Sony Xperia Z1 5.0"""
AAA-M1-FA-1X-SON-000005BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z1 5.0"" BLACK",15.7,172.7,11,0,11,,"Sony Xperia Z1 5.0"" L39h C6902 C6903 C6906 C6943 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000006BLK000,1,,,200,"SONY XPERIA Z1S L39T BLACK",23.86,1527.04,64,0,64,,"Sony Xperia Z1S 5.0"" L39T C6916 C9616 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000006BLK000-KZ,1,,,200,"SONY XPERIA Z1S L39T BLACK",23.86,1527.04,64,0,64,,"Touch Screen Digitizer+LCD Assembly Replacement Black Sony Xperia Z1S 5.0"" L39T"
AAA-M1-FA-1X-SON-000006BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z1S L39T BLACK",23.86,1527.04,64,0,64,,"Sony Xperia Z1S 5.0"" L39T C6916 C9616 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000007BLK000,1,,,200,"SONY XPERIA Z2 D6502 BLACK",22.26,311.64,14,0,14,,"Sony Xperia Z2 5.2"" L50W D6502 D6503 D6543 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000007BLK000-KZ,1,,,200,"SONY XPERIA Z2 D6502 BLACK",22.26,311.64,14,0,14,,"Touch Screen Digitizer+LCD Assembly Replacement Black Sony Xperia Z2 5.2"" L50W"
AAA-M1-FA-1X-SON-000007BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z2 D6502 BLACK",22.26,311.64,14,0,14,,"Sony Xperia Z2 5.2"" L50W D6502 D6503 D6543 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000008BLK000,1,,,200,"SONY XPERIA ULTRA T2 D5316 BLACK",19.61,19.61,1,0,0,1,"Sony Xperia T2 Ultra D5303 D5306 D5316 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000008BLK000-KZ,1,,,200,"SONY XPERIA ULTRA T2 D5316 BLACK",19.61,0,0,0,0,,
AAA-M1-FA-1X-SON-000008BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA ULTRA T2 D5316 BLACK",19.61,0,0,0,0,,"Sony Xperia T2 Ultra D5303 D5306 D5316 Touch Screen Digitizer+LCD Black +Tools[Opening Tools]"
AAA-M1-FA-1X-SON-000009BLK000,1,,,200,"SONY XPERIA C4 E5363 BLACK",27.59,55.18,2,0,2,,"Sony Xperia C4 LTE E5303 E5306 E5333 E5343 E5353 E5363 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000009BLK000-KZ,1,,,200,"SONY XPERIA C4 E5363 BLACK",27.59,55.18,2,0,2,,
AAA-M1-FA-1X-SON-000009BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA C4 E5363 BLACK",27.59,55.18,2,0,2,,"Sony Xperia C4 LTE E5303 E5306 E5333 E5343 E5353 E5363 Touch Digitizer+LCD+Tools[Opening Tools]"
AAA-M1-FA-1X-SON-000010BLK000,1,,,200,"SONY XPERIA Z5 E6683",27.95,27.95,1,0,0,1,"Sony Xperia Z5 E6603 E6653 E6683 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000010BLK000-KZ,1,,,200,"SONY XPERIA Z5 E6683",27.95,0,0,0,0,,
AAA-M1-FA-1X-SON-000010BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z5 E6683 BLACK",27.95,0,0,0,0,,"Sony Xperia Z5 E6603 E6653 E6683 Touch Screen Digitizer+LCD Assembly Black+Tools[Opening Tools]"
AAA-M1-FA-1X-SON-000011BLK000,1,,,200,"SONY XPERIA Z5 MINI E5823 BLACK",26.62,-53.24,-2,0,-2,,"Sony Xperia Z5 Compact E5803 E5823 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000011BLK000-KZ,1,,,200,"SONY XPERIA Z5 MINI E5823 BLACK",26.62,-53.24,-2,0,-2,,
AAA-M1-FA-1X-SON-000011BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA Z5 MINI E5823 BLACK",26.62,-53.24,-2,0,-2,,"Sony Xperia Z5 Compact E5803 E5823 Touch Screen Digitizer+LCD Assembly BLK+Tools[Opening Tools]"
AAA-M1-FA-1X-SON-000012BLK000,1,,,200,"SONY XPERIA ULTRA C5 E5563 BLACK",40.67,0,0,0,0,,"Sony Xperia C5 Ultra E5506 E5533 E5553 E5563 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000012BLK000-KZ,1,,,200,"SONY XPERIA ULTRA C5 E5563 BLACK",40.67,0,0,0,0,,
AAA-M1-FA-1X-SON-000012BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SONY XPERIA ULTRA C5 E5563 BLACK",40.67,0,0,0,0,,"Sony Xperia C5 Ultra E5506 E5533 E5553 E5563 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-SON-000013BLK000,1,,,,,22.26,89.04,4,0,4,,"Sony Xperia XA F3111 F3112 F3113 F3115 F3116 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-SON-000013BLK000-OHT,1,,,,,22.26,89.04,4,0,4,,
AAA-M1-FA-1X-SON-000013WHT000,1,,,,,22.26,22.26,1,0,1,,"Sony Xperia XA F3111 F3112 F3113 F3115 F3116 Digitizer + LCD Fused - White"
AAA-M1-FA-1X-SON-000013WHT000-OHT,1,,,,,22.26,22.26,1,0,1,,
AAA-M1-FA-1X-ZTE-000005BLK000,1,,,200,"ZTE ZMAX Z970 BLACK",17.28,0,0,0,0,,"ZTE ZMAX 5.7"" Z970 4G LTE Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000005BLK000-KZ,1,,,200,"ZTE ZMAX Z970 BLACK",17.28,0,0,0,0,,"Touch Screen Digitizer Glass Panel+LCD Assembly Black ZTE ZMAX 5.7"" Z970 4G LTE"
AAA-M1-FA-1X-ZTE-000005BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE ZMAX Z970 BLACK",17.28,0,0,0,0,,"ZTE ZMAX 5.7"" Z970 4G LTE Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000006BLK000,1,,,200,"ZTE GRAND X MAX+ Z987 BLACK",21.92,109.6,5,0,5,,"ZTE Grand X MAX+ 6.0"" Z987 Z787 4G LTE Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000006BLK000-KZ,1,,,200,"ZTE GRAND X MAX+ Z987 BLACK",21.92,109.6,5,0,5,,"Touch Screen Digitizer+LCD Assembly Black ZTE Grand X MAX+ Plus 6.0"" Z987 4G LTE"
AAA-M1-FA-1X-ZTE-000006BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE GRAND X MAX+ Z987 BLACK",21.92,109.6,5,0,5,,"ZTE Grand X MAX+ 6.0"" Z987 Z787 4G LTE Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000007BLK000,1,,,200,"ZTE MAX+ N9521 BLACK",17.24,1224.04,71,0,71,,"ZTE MAX+ N9520 N9521 Boost Mobile Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000007BLK000-KZ,1,,,200,"ZTE MAX+ N9521 BLACK",17.24,1224.04,71,0,71,,
AAA-M1-FA-1X-ZTE-000007BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE MAX+ N9521 BLACK",17.24,1224.04,71,0,71,,"ZTE MAX+ N9520 N9521  Boost Mobile Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000008BLK000,1,,,200,"ZTE LEVER Z936L BLACK",20.94,0,0,0,0,,"ZTE Z936L Lever LTE Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000008BLK000-KZ,1,,,200,"ZTE LEVER Z936L BLACK",20.94,0,0,0,0,,
AAA-M1-FA-1X-ZTE-000008BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE LEVER Z936L BLACK",20.94,0,0,0,0,,"ZTE Z936L Lever LTE Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000009BLK000,1,,,200,"ZTE WARP N9518 BLACK",19.49,-58.47,-3,0,-3,,"ZTE Warp Elite LTE N9518 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000009BLK000-KZ,1,,,200,"ZTE WARP N9518 BLACK",19.49,-58.47,-3,0,-3,,"Touch Screen Digitizer Glass Panel+LCD Display Repair ZTE Warp Elite LTE N9518"
AAA-M1-FA-1X-ZTE-000009BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE WARP N9518 BLACK",19.49,-58.47,-3,0,-3,,"ZTE Warp Elite LTE N9518 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000010BLK000,1,,,200,"ZTE AVID PLUS Z828 BLACK",16.37,1260.49,77,0,77,,"ZTE Avid Plus Z828 Z828L Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000010BLK000-KZ,1,,,200,"ZTE AVID PLUS Z828 BLACK",16.37,1260.49,77,0,77,,"Touch Screen Digitizer Glass Panel+LCD Display Panel Repair ZTE Avid Plus Z828"
AAA-M1-FA-1X-ZTE-000010BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE AVID PLUS Z828 BLACK",16.37,1260.49,77,0,77,,"ZTE Avid Plus Z828 Z828L Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000011BLK000,1,,,200,"ZTE ZMAX 2 Z958 BLACK",20,2100,105,0,105,,"ZTE Zmax 2 Z958 5.5"" Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000011BLK000-KZ,1,,,200,"ZTE ZMAX 2 Z958 BLACK",20,2100,105,0,105,,"Touch Screen Digitizer Glass Panel+LCD Display Panel Repair for ZTE Zmax 2 Z958"
AAA-M1-FA-1X-ZTE-000011BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE ZMAX 2 Z958 BLACK",20,2100,105,0,105,,"ZTE Zmax 2 Z958 5.5"" Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000012BLK000,1,,,200,"ZTE GRAND X3 Z959 BLACK",18.5,407,22,0,22,,"ZTE Grand X3 Z959 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000012BLK000-KZ,1,,,200,"ZTE GRAND X3 Z959 BLACK",18.5,407,22,0,22,,"Touch Screen Digitizer Glass Panel+LCD Display Panel Repair ZTE Grand X3 Z959"
AAA-M1-FA-1X-ZTE-000012BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>   ZTE GRAND X3 Z959 BLACK",18.5,407,22,0,22,,"ZTE Grand X3 Z959 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-1X-ZTE-000013BLK000,1,,,200,"ZTE WARP N9510 BLACK",12.47,24.94,2,0,2,,"ZTE Boost Warp 4G N9510 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000013BLK000-KZ,1,,,200,"ZTE WARP N9510 BLACK",12.47,24.94,2,0,2,,
AAA-M1-FA-1X-ZTE-000013BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE WARP N9510 BLACK",12.47,24.94,2,0,2,,"ZTE Boost Warp 4G N9510 Touch Screen Digitizer Glass+LCD Assembly Black +Tools[Opening Tools]"
AAA-M1-FA-1X-ZTE-000014BLK000,1,,,200,"ZTE ALLSTAR Z818 Z819",13.49,94.43,7,0,7,,"ZTE Allstar Z818G Z818L Z819C Z819L Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000014BLK000-KZ,1,,,200,"ZTE ALLSTAR Z818 BLACK",13.49,94.43,7,0,7,,
AAA-M1-FA-1X-ZTE-000014BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE ALLSTAR Z818 BLACK",13.49,94.43,7,0,7,,"ZTE Allstar Z818G Z818L Z819C Z819L Touch Screen Digitizer Glass+LCD Black Tools[Opening Tools]"
AAA-M1-FA-1X-ZTE-000015BLK000,1,,,200,"ZTE GRAND X MAX 2 Z988 BLACK",30.64,949.84,31,0,29,2,"ZTE Grand X MAX 2 LTE Z988 6.0'' Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000015BLK000-KZ,1,,,200,"ZTE GRAND X MAX 2 Z988 BLACK",30.64,888.56,29,0,29,,
AAA-M1-FA-1X-ZTE-000015BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE GRAND X MAX 2 Z988 BLACK",30.64,888.56,29,0,29,,"ZTE Grand X MAX 2 LTE Z988 Touch Screen Digitizer Glass+LCD Assembly Black+Tools[Opening Tools]"
AAA-M1-FA-1X-ZTE-000015BLU000,1,,,200,"ZTE GRAND 2 Z988 FUSED BLUE",32.99,0,0,0,0,,"ZTE Grand X MAX 2 LTE Z988 6.0'' Digitizer + LCD Fused - Blue"
AAA-M1-FA-1X-ZTE-000015BLU000-KZ,1,,,200,"ZTE GRAND 2 Z988 FUSED BLUE",32.99,0,0,0,0,,
AAA-M1-FA-1X-ZTE-000015BLU000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE GRAND 2 Z988 FUSED BLUE",32.99,0,0,0,0,,
AAA-M1-FA-1X-ZTE-000016BLK000,1,,,200,"ZTE SONATA 2 Z755 FUSED BLACK",10.95,0,0,0,0,,"ZTE Sonata 2 Z755 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000016BLK000-KZ,1,,,200,"ZTE SONATA 2 Z755 BLACK",10.95,0,0,0,0,,
AAA-M1-FA-1X-ZTE-000016BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE SONATA 2 Z755 BLACK",10.95,0,0,0,0,,
AAA-M1-FA-1X-ZTE-000017BLK000,1,,,200,"ZTE MAVEN 2 Z812 BLACK",10.68,0,0,0,0,,"ZTE Maven Overture 2 Z812 Z813 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000017BLK000-KZ,1,,,200,"ZTE MAVEN 2 Z812 BLACK",10.68,0,0,0,0,,
AAA-M1-FA-1X-ZTE-000017BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE MAVEN 2 Z812 BLACK",10.68,0,0,0,0,,
AAA-M1-FA-1X-ZTE-000018BLK000,1,,,200,"ZTE AXON A2015 FUSED BLACK",26.74,213.92,8,0,8,,"ZTE Axon Pro A2015 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000018BLK000-KZ,1,,,200,"ZTE AXON A2015  FUSED BLACK",26.74,213.92,8,0,8,,
AAA-M1-FA-1X-ZTE-000018BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ZTE AXON A2015 FUSED BLACK",26.74,213.92,8,0,8,,
AAA-M1-FA-1X-ZTE-000019WHT000,1,,,200,"ZTE BLADE PLUS V580 FUSED  WHITE",20.18,100.9,5,0,5,,"ZTE Blade V Plus V580 Digitizer + LCD Fused - White"
AAA-M1-FA-1X-ZTE-000019WHT000-KZ,1,,,200,"ZTE BLADE PLUS V580 FUSED WHITE",20.18,100.9,5,0,5,,
